"","Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200","Cell201","Cell202","Cell203","Cell204","Cell205","Cell206","Cell207","Cell208","Cell209","Cell210","Cell211","Cell212","Cell213","Cell214","Cell215","Cell216","Cell217","Cell218","Cell219","Cell220","Cell221","Cell222","Cell223","Cell224","Cell225","Cell226","Cell227","Cell228","Cell229","Cell230","Cell231","Cell232","Cell233","Cell234","Cell235","Cell236","Cell237","Cell238","Cell239","Cell240","Cell241","Cell242","Cell243","Cell244","Cell245","Cell246","Cell247","Cell248","Cell249","Cell250","Cell251","Cell252","Cell253","Cell254","Cell255","Cell256","Cell257","Cell258","Cell259","Cell260","Cell261","Cell262","Cell263","Cell264","Cell265","Cell266","Cell267","Cell268","Cell269","Cell270","Cell271","Cell272","Cell273","Cell274","Cell275","Cell276","Cell277","Cell278","Cell279","Cell280","Cell281","Cell282","Cell283","Cell284","Cell285","Cell286","Cell287","Cell288","Cell289","Cell290","Cell291","Cell292","Cell293","Cell294","Cell295","Cell296","Cell297","Cell298","Cell299","Cell300","Cell301","Cell302","Cell303","Cell304","Cell305","Cell306","Cell307","Cell308","Cell309","Cell310","Cell311","Cell312","Cell313","Cell314","Cell315","Cell316","Cell317","Cell318","Cell319","Cell320","Cell321","Cell322","Cell323","Cell324","Cell325","Cell326","Cell327","Cell328","Cell329","Cell330","Cell331","Cell332","Cell333","Cell334","Cell335","Cell336","Cell337","Cell338","Cell339","Cell340","Cell341","Cell342","Cell343","Cell344","Cell345","Cell346","Cell347","Cell348","Cell349","Cell350","Cell351","Cell352","Cell353","Cell354","Cell355","Cell356","Cell357","Cell358","Cell359","Cell360","Cell361","Cell362","Cell363","Cell364","Cell365","Cell366","Cell367","Cell368","Cell369","Cell370","Cell371","Cell372","Cell373","Cell374","Cell375","Cell376","Cell377","Cell378","Cell379","Cell380","Cell381","Cell382","Cell383","Cell384","Cell385","Cell386","Cell387","Cell388","Cell389","Cell390","Cell391","Cell392","Cell393","Cell394","Cell395","Cell396","Cell397","Cell398","Cell399","Cell400","Cell401","Cell402","Cell403","Cell404","Cell405","Cell406","Cell407","Cell408","Cell409","Cell410","Cell411","Cell412","Cell413","Cell414","Cell415","Cell416","Cell417","Cell418","Cell419","Cell420","Cell421","Cell422","Cell423","Cell424","Cell425","Cell426","Cell427","Cell428","Cell429","Cell430","Cell431","Cell432","Cell433","Cell434","Cell435","Cell436","Cell437","Cell438","Cell439","Cell440","Cell441","Cell442","Cell443","Cell444","Cell445","Cell446","Cell447","Cell448","Cell449","Cell450","Cell451","Cell452","Cell453","Cell454","Cell455","Cell456","Cell457","Cell458","Cell459","Cell460","Cell461","Cell462","Cell463","Cell464","Cell465","Cell466","Cell467","Cell468","Cell469","Cell470","Cell471","Cell472","Cell473","Cell474","Cell475","Cell476","Cell477","Cell478","Cell479","Cell480","Cell481","Cell482","Cell483","Cell484","Cell485","Cell486","Cell487","Cell488","Cell489","Cell490","Cell491","Cell492","Cell493","Cell494","Cell495","Cell496","Cell497","Cell498","Cell499","Cell500"
"Gene951",0,69,0,0,118,0,0,0,0,0,113,0,96,0,0,160,129,0,0,0,0,101,0,0,0,0,0,379,93,0,46,78,0,0,0,0,0,0,76,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,151,0,0,0,0,0,0,129,0,0,0,0,0,72,255,0,0,0,90,0,0,0,387,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,242,0,0,46,0,0,0,0,0,0,0,0,0,0,0,137,0,0,496,0,0,288,152,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,63,0,157,0,0,0,60,0,97,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,147,0,0,45,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,173,0,0,0,223,128,0,0,0,85,205,0,0,0,375,209,0,0,0,0,0,0,0,0,165,0,0,0,0,0,372,0,0,0,0,74,0,0,0,0,66,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,244,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
"Gene952",0,4,0,0,0,0,0,0,2,0,4,3,7,0,6,4,0,0,0,0,0,0,0,0,0,12,2,0,8,0,0,0,4,1,1,5,8,0,0,0,2,0,0,10,0,0,8,0,10,10,0,3,5,0,4,0,0,7,5,0,6,2,3,0,4,0,3,0,0,0,0,7,0,0,0,0,9,0,0,0,9,13,0,0,6,5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10,0,5,0,0,0,0,0,0,8,0,0,8,0,0,0,7,3,1,6,12,0,0,0,2,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,0,0,5,2,0,2,0,8,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,2,0,0,17,7,0,0,6,5,4,0,0,0,0,0,8,1,0,0,7,0,4,3,0,0,0,3,0,0,1,0,5,0,5,2,2,0,0,0,0,0,0,12,0,0,0,1,3,5,0,0,0,5,0,0,0,0,0,16,7,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,4,0,0,0,0,0,11,0,6,0,8,1,14,0,0,2,3,0,0,0,3,0,10,0,0,9,7,0,0,10,7,0,7,11,0,0,0,5,0,10,0,0,0,0,13,0,12,4,10,2,0,0,0,0,0,0,11,2,5,2,12,0,0,3,0,31,0,11,6,13,0,1,1,0,0,5,0,1,0,1,0,0,0,0,0,11,0,0,6,0,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,9,0,14,3,9,0,0,0,0,9,0,0,8,0,7,13,8,0,0,0,0,0,0,7,0,0,3,0,3,6,0,5,0,0,0,0,0,1,8,4,0,3,0,0,0,0,19,0,4,0,0,0,15,0,0,0,5,4,0,0,1,0,1,0,0,1,0,0,4,5,0,0,7,0,0,0,5,0,2,5,0,0,3,0,2,0,2,0,0,0,0,8,0,3,0,4,5,0,5,0,0,5,0,0,0,0,4,2,0,6,0,0,0,5,11,0,3,0,0,0,0,0,0,8,0,0,0,5,8,0,7,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,5,0
"Gene953",0,0,0,0,0,16,0,25,37,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,26,31,0,11,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,36,24,16,0,23,8,0,0,0,19,0,0,15,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0,0,35,0,52,11,0,0,14,0,36,0,0,0,0,0,0,34,0,20,0,0,0,18,0,0,24,0,24,0,69,0,0,0,0,69,0,0,0,0,14,0,9,0,0,0,9,25,0,0,0,0,0,0,38,0,0,0,10,0,42,0,0,0,0,0,0,21,19,4,0,0,42,11,0,0,0,29,0,0,0,40,43,0,0,0,15,0,57,0,0,0,14,0,48,0,0,0,68,7,0,9,23,0,0,0,21,7,0,0,14,0,0,0,0,48,0,3,7,0,0,0,0,25,0,0,0,0,0,0,0,17,0,0,0,10,0,0,0,34,16,0,0,0,17,0,0,0,12,0,0,0,0,32,20,0,0,0,0,0,0,7,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,15,0,0,19,0,13,0,0,0,0,31,44,0,0,34,0,18,0,0,44,0,29,0,0,0,0,0,31,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,11,8,8,0,0,0,25,0,14,25,48,62,0,18,0,0,0,0,0,0,0,0,18,0,0,0,26,0,50,8,0,7,0,0,30,0,0,25,0,0,0,33,0,0,0,0,0,0,0,0,0,0,9,0,0,29,0,21,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,40,0,0,0,20,0,0,17,42,11,7,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,43,33,0,26,0,0,0,0,0,0,32,0,0,0,53,0,33,0,21,0,5,0,48,0,0,0,0,0,0,0,0,0,0,30
"Gene954",1,0,0,2,3,2,0,10,0,1,0,0,0,4,2,1,0,0,2,0,0,1,4,5,0,1,2,0,10,0,4,0,0,1,0,6,4,0,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,6,2,0,10,0,2,0,0,5,0,1,0,4,0,0,0,0,0,1,0,7,3,0,4,3,5,0,1,2,0,0,3,0,0,1,8,0,5,2,0,0,0,0,5,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,13,3,0,3,0,0,0,2,0,0,3,0,1,0,0,2,0,0,0,4,3,2,3,0,0,0,0,6,1,0,0,9,0,1,0,0,0,2,0,0,2,0,2,0,0,4,0,0,0,6,1,0,0,5,0,0,2,0,5,0,9,0,0,3,1,1,6,0,0,4,5,7,0,0,0,2,0,5,5,0,5,0,0,0,0,2,0,2,0,0,1,0,4,0,3,0,0,0,3,1,4,0,0,0,3,1,0,0,0,0,6,1,4,4,9,1,3,0,8,4,0,0,0,2,5,0,1,3,6,0,10,6,0,0,0,0,2,0,1,3,6,0,2,5,8,0,2,0,3,4,0,0,2,3,7,0,0,0,0,0,0,1,4,3,0,6,9,7,7,0,0,8,0,6,0,0,2,0,1,0,3,0,0,0,0,0,3,0,3,0,0,1,6,0,3,9,0,1,0,5,0,0,0,0,2,3,0,0,0,5,0,0,1,0,0,0,8,0,0,0,3,1,3,0,1,0,6,0,1,0,2,0,0,0,0,3,9,4,0,3,0,3,0,0,1,1,0,3,3,0,0,4,4,8,0,1,0,0,7,0,3,0,4,0,0,0,0,0,1,0,7,4,0,0,0,10,0,3,7,6,0,3,3,4,0,0,6,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,3,5,2,9,6,0,0,0,1,0,0,0,0,6,8,1,0,3,1,2,1,6,0,4,5,4,5,6,1,0,0,4,0,0,12,2,3,6,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,1,0,0,3,0,0,1,0,0,0,11,8,2,7,0,7,0,0,0,2
"Gene955",48,0,0,0,0,73,0,0,0,0,0,0,0,0,0,59,73,47,0,0,0,0,0,94,0,0,0,90,0,0,0,0,20,0,0,60,61,0,0,0,0,0,0,76,0,0,0,124,0,0,0,0,72,0,0,0,0,28,0,107,17,27,0,0,0,0,0,0,104,0,0,0,0,0,0,0,32,0,0,0,18,0,0,0,0,0,0,0,0,17,0,58,80,12,0,0,0,0,0,0,0,29,0,0,0,0,0,71,0,0,67,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,82,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,26,11,0,0,0,0,19,9,87,0,0,0,0,0,19,0,0,0,0,14,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,0,71,25,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,14,0,9,0,0,0,36,19,0,0,99,0,0,12,0,0,0,0,0,0,0,0,0,0,0,52,0,0,60,22,0,0,0,0,104,0,0,40,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,69,48,0,0,50,0,0,0,0,99,0,0,0,0,0,118,0,0,0,0,0,0,0,0,42,0,43,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,54,0,0,0,79,0,27,0,0,0,85,0,0,57,15,0,0,0,68,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,77,123,0,0,80,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,53,0,0,0,0,18,0,0,0,0,0,17,0,71,37,100,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,94,0,74,0,0,0,0,0,0,32,0,0,0,16,0,43,0
"Gene956",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gene957",1,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0,2,2,0,0,0,3,0,0,1,0,3,0,1,0,0,1,0,0,0,1,4,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,3,2,0,1,0,3,1,0,0,0,0,0,1,0,0,0,4,0,1,0,2,2,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,1,0,0,2,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,1,0,1,0,6,0,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,0,1,2,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,1,3,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,5,0,0,0,0
"Gene958",0,7,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,6,0,5,10,0,0,0,0,0,7,0,5,0,0,18,11,0,0,0,4,0,8,0,0,7,0,16,0,4,0,1,0,6,0,0,0,0,0,3,0,0,13,0,7,0,17,2,0,4,0,6,0,18,0,5,0,0,0,0,0,0,18,0,0,5,0,10,0,11,0,9,0,0,0,0,0,2,14,10,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,19,0,0,10,0,0,0,0,1,0,14,0,0,0,0,0,6,0,10,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,6,0,4,3,0,8,0,0,23,6,0,0,7,0,10,3,8,0,7,0,0,0,0,0,11,0,0,8,0,9,0,20,0,0,0,3,7,4,17,7,0,0,0,0,0,11,0,0,13,0,0,5,0,0,0,0,0,0,0,0,8,0,17,9,0,1,0,6,4,0,0,0,0,2,0,0,0,4,0,0,23,3,0,0,17,0,0,0,30,14,0,0,0,0,0,0,10,0,0,16,10,0,14,0,0,9,8,5,16,0,3,0,0,0,0,10,0,0,0,0,0,13,0,0,1,6,9,5,0,8,11,8,0,0,22,0,0,1,0,0,15,0,0,20,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,4,6,3,0,0,8,5,10,0,5,0,27,0,0,0,4,0,0,0,0,0,13,3,0,0,14,4,6,11,0,9,0,9,0,4,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,27,20,2,0,2,3,14,0,0,0,0,0,14,0,5,0,0,0,6,0,7,10,0,6,0,0,0,0,7,0,0,0,0,0,0,37,3,0,0,0,3,0,0,12,0,0,0,8,0,0,9,0,11,0,0,0,0,0,0,3,0,7,0,0,12,0,0,0,0,7,0,0,0,0,7,0,0,6,0,8,0,4,0,4,0,0,0,26,0,0,0,0,3,8,0,0,12,0,0,3,13,0,0,0,0,0,0,0,0,0,11,0
"Gene959",7,0,0,4,7,1,3,8,0,3,0,8,0,2,2,0,0,0,0,0,1,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,1,2,1,0,6,15,1,1,0,0,3,0,0,0,0,0,11,0,2,0,0,8,0,1,0,5,0,0,0,3,1,0,0,0,2,3,5,8,0,4,5,0,7,4,0,0,0,0,0,0,0,1,3,0,2,0,0,0,3,0,4,3,0,0,0,0,0,0,0,10,8,2,5,9,0,14,7,6,0,0,10,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3,0,3,9,4,0,6,0,0,0,7,0,5,0,7,0,0,7,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,0,7,0,4,0,1,1,0,0,0,8,0,4,0,5,0,0,0,0,0,5,0,18,0,0,0,11,0,0,5,0,0,0,0,0,0,0,4,5,4,2,0,0,0,1,7,0,7,0,0,2,0,0,11,0,0,1,13,5,0,0,0,0,0,10,0,0,0,0,4,2,14,5,0,6,5,0,12,0,0,5,4,3,0,4,10,0,1,0,5,11,0,0,0,3,1,2,3,0,1,0,7,0,8,5,0,6,6,0,0,3,9,0,0,3,0,0,6,0,0,0,0,0,0,5,0,3,0,3,0,5,0,5,0,0,0,0,5,0,2,8,2,3,0,1,3,0,0,10,0,0,0,0,3,1,0,4,0,15,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,4,0,0,1,0,0,6,5,3,0,1,0,4,0,1,0,0,4,7,5,3,0,2,0,3,0,0,0,0,0,2,10,1,0,0,7,3,0,0,0,0,0,2,0,4,0,0,2,0,4,0,0,0,7,0,0,0,0,0,0,0,7,11,0,10,0,8,0,0,0,1,1,0,0,0,0,1,0,0,11,0,2,2,0,4,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,4,4,0,6,0,0,4,0,0,0,0,0,5,0,0,0,0,2
"Gene960",0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,0,0,4,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,4,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2,0,1,4,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,2,0,0,4,0,1,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,6,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0,1,0,0,0,3,1,0,0,0,3,0,0,0,1,0,1,1,4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,4,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,2,1,4,0,0,0,1,0,0,0,0,1
"Gene961",3,1,0,2,0,0,0,0,5,4,0,0,2,0,1,0,0,4,4,0,0,0,3,1,2,1,8,0,6,1,0,0,0,0,1,0,0,0,0,11,1,0,7,0,0,0,0,0,0,5,2,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,5,4,0,1,4,0,0,0,0,0,3,3,8,0,0,1,0,0,4,4,0,1,1,0,2,7,5,0,0,3,0,0,0,5,10,0,0,16,3,0,12,0,6,2,0,0,0,8,2,0,0,6,0,0,0,2,1,2,0,3,0,0,1,3,0,0,0,0,4,0,0,0,9,4,1,0,0,4,0,8,8,2,6,0,0,0,0,0,7,0,0,0,6,0,0,8,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,1,0,0,0,3,0,0,6,5,5,0,7,2,6,0,10,0,0,0,1,2,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,5,0,5,2,4,0,7,0,7,2,0,0,0,15,0,0,5,0,6,0,0,0,13,0,0,0,0,0,2,0,0,5,2,6,3,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,6,10,3,0,1,0,0,3,0,0,3,0,2,2,2,6,10,2,0,0,5,0,0,0,0,10,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,8,0,7,1,0,2,0,4,10,0,0,11,0,0,0,0,0,0,0,4,12,6,0,2,9,0,0,2,7,0,5,1,0,23,5,0,0,0,0,6,4,4,0,16,4,0,0,3,0,0,0,0,6,0,5,2,0,2,0,0,1,1,0,0,2,1,0,8,1,3,0,0,0,0,6,0,2,0,5,9,0,7,2,0,0,0,0,2,1,3,0,5,0,2,23,3,2,0,1,4,1,1,0,0,0,0,0,0,2,3,7,0,4,0,3,0,7,0,7,0,10,5,0,11,7,0,0,1,4,0,2,0,0,1,0,1,12,0,0,0,0,13,0,0,0,0,0,0,1,11,6,5,10,2,0,0,0,3,0,0
